date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:24	94875/94875	---M-Z	200	added ('OK')	text/html	date:Fri,%2025%20Nov%202022%2012:14:24%20GMT	https://www.windesheim.nl/professionals/opleidingsvormen/flexibel-deeltijdonderwijs	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/opleidingsvormen/flexibel-deeltijdonderwijs.html	(from https://www.windesheim.nl/professionals/opleidingsvormen)
13:14:24	135190/135190	---M--	200	added ('OK')	image/jpg	etag:shbTzCbfddnpCqxIk2V5rKkeLFc	https://www.windesheim.nl/getmedia/51ba60cc-e60c-4b8c-a0ce-b2ec37bbe007/Intervisievoorteamcoaches_cursusmodule_zwolle_190523-334.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/51ba60cc-e60c-4b8c-a0ce-b2ec37bbe007/Intervisievoorteamcoaches_cursusmodule_zwolle_190523-3345ef1.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:25	113557/113557	---M--	200	added ('OK')	image/jpg	etag:0s0TjCDzxCfw1d4RIilH3svrRyM	https://www.windesheim.nl/getmedia/2e91557a-7d71-49ad-92a1-58cee78710af/Professional_Coaching_en_Supervisie_190523-355.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/2e91557a-7d71-49ad-92a1-58cee78710af/Professional_Coaching_en_Supervisie_190523-35591ba.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:25	29512/29512	---M--	200	added ('OK')	image/jpg	etag:T6NuuDq2gShhEQaMm1gcCTLMNhQ	https://www.windesheim.nl/getmedia/327d6284-714d-4607-83cc-bc228427bcbd/Bewegenensport_contentfoto950x600_190521-185.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/327d6284-714d-4607-83cc-bc228427bcbd/Bewegenensport_contentfoto950x600_190521-18579b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:25	54602/54602	---M--	200	added ('OK')	image/jpg	etag:FFPcz1b7DD0czZvXW0wuYDRDNrc	https://www.windesheim.nl/getmedia/b99fcba7-dbe5-472b-a4a4-7b1afcb43a14/Coachingensupervisie_contentfoto950x600_190523-354.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/b99fcba7-dbe5-472b-a4a4-7b1afcb43a14/Coachingensupervisie_contentfoto950x600_190523-35479b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:26	37663/37663	---M--	200	added ('OK')	image/jpg	etag:j0p2a3o1pqC5ic5/TFRGGRtTq7U	https://www.windesheim.nl/getmedia/7207da18-b251-4222-b025-17b4791f6b2e/Economiemanagementrecht_contentfoto950x600_190603-471.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/7207da18-b251-4222-b025-17b4791f6b2e/Economiemanagementrecht_contentfoto950x600_190603-47179b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:26	39905/39905	---M--	200	added ('OK')	image/jpg	etag:T5AtNMzAcxfQtZcK5XOjD4Wt7pc	https://www.windesheim.nl/getmedia/1e9d3fc0-8940-44fe-ba56-89d8a4882317/Gezondheidenwelzijn_contentfoto950x600_190523-310.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/1e9d3fc0-8940-44fe-ba56-89d8a4882317/Gezondheidenwelzijn_contentfoto950x600_190523-31079b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:26	30829/30829	---M--	200	added ('OK')	image/jpg	etag:TOUOLD6vt1out1uGRtGAvtFiBTw	https://www.windesheim.nl/getmedia/86f07107-8d67-4cdc-9978-daceb747ff16/Leiderschap_contentfoto950x600_190523-297.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/86f07107-8d67-4cdc-9978-daceb747ff16/Leiderschap_contentfoto950x600_190523-29779b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:27	48597/48597	---M--	200	added ('OK')	image/jpg	etag:0qTq5rQKc2skVxacC4fmi8FxsRA	https://www.windesheim.nl/getmedia/26e9c084-15cf-4a8e-8821-d0611af0bf38/Logistiek_contentfoto950x600_190603-486.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/26e9c084-15cf-4a8e-8821-d0611af0bf38/Logistiek_contentfoto950x600_190603-48679b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:27	28776/28776	---M--	200	added ('OK')	image/jpg	etag:5YvXMlPOsB9m90QRZuDjOfxegSQ	https://www.windesheim.nl/getmedia/0be54bae-a09f-421b-9550-e602989f0612/Onderwijs_contentfoto950x600_190604-544.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/0be54bae-a09f-421b-9550-e602989f0612/Onderwijs_contentfoto950x600_190604-54479b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:27	30674/30674	---M--	200	added ('OK')	image/jpg	etag:VaFJscNnHxTpS+x8O8p3yTHLRws	https://www.windesheim.nl/getmedia/ab449d5c-33b4-46e4-a084-b6a265ccfcf6/TechniekenICT_contentfoto950x600_190611-633.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/ab449d5c-33b4-46e4-a084-b6a265ccfcf6/TechniekenICT_contentfoto950x600_190611-63379b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:28	48080/48080	---M--	200	added ('OK')	image/jpg	etag:BxbZMUMbd+ugzl7/6KQ8f0QkOes	https://www.windesheim.nl/getmedia/7f101a2c-f2a2-4677-9265-2a07c41acef6/Theologie_contentfoto950x600_190523-232.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/7f101a2c-f2a2-4677-9265-2a07c41acef6/Theologie_contentfoto950x600_190523-23279b0.jpg	(from https://www.windesheim.nl/professionals/interessegebieden)
13:14:28	80884/80884	---M--	200	added ('OK')	image/jpg	etag:Id0mCExEj6WhgccKjQVlAaUunPM	https://www.windesheim.nl/getmedia/f2696248-34cd-48cb-ac84-7a4d0c1a4efb/Algemeen_professionals_190603-478.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/f2696248-34cd-48cb-ac84-7a4d0c1a4efb/Algemeen_professionals_190603-4785ef1.jpg	(from https://www.windesheim.nl/professionals/toelating)
13:14:29	91575/91575	---M--	200	added ('OK')	image/jpg	etag:RT7DTTSMqUfz/mqLW9xVzPDQxgc	https://www.windesheim.nl/getmedia/fa098ef9-12b7-4bdd-a669-7103f5509326/Professional-algemeen_190603-474a.jpg?width=817&height=516&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/fa098ef9-12b7-4bdd-a669-7103f5509326/Professional-algemeen_190603-474a8bfd.jpg	(from https://www.windesheim.nl/professionals/toelating)
13:14:29	136054/136054	---M--	200	added ('OK')	image/jpg	etag:NRDJ1jxvbfQsd8Vjs1reg7KrN0c	https://www.windesheim.nl/getmedia/7eed860e-522b-4728-a519-829b9e9e4c5e/200917-857-header.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/7eed860e-522b-4728-a519-829b9e9e4c5e/200917-857-header5ef1.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:29	85768/85768	---M--	200	added ('OK')	image/jpg	etag:NYtAO9h/XDfCwv+nDkfIu9LKfgc	https://www.windesheim.nl/getmedia/22246516-c304-4ddf-ba32-6116551890c0/200917-855.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/22246516-c304-4ddf-ba32-6116551890c0/200917-85591ba.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:29	35707/35707	---M--	200	added ('OK')	image/jpg	etag:T0HrL7xKwecMCEfjmqUY0ivwfRY	https://www.windesheim.nl/getmedia/3bc96854-e1e5-4eab-a987-24e42756a7e6/Algemeen_business_Almere_190523-306.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/3bc96854-e1e5-4eab-a987-24e42756a7e6/Algemeen_business_Almere_190523-30679b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:30	43994/43994	---M--	200	added ('OK')	image/jpg	etag:G/TSWzYOd8UWnNbY/K8Se/O7yBo	https://www.windesheim.nl/getmedia/701134ec-5f06-4999-95ae-223fb77a9d03/Mediacentrum_191008-698.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/701134ec-5f06-4999-95ae-223fb77a9d03/Mediacentrum_191008-69879b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:30	45105/45105	---M--	200	added ('OK')	image/jpg	etag:3kxrHY3w/DzTYEqFs4Fo43YgCq4	https://www.windesheim.nl/getmedia/30d7ed2f-9401-49aa-8a79-8871bdf9f856/Koffiecorners_191104-733.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/30d7ed2f-9401-49aa-8a79-8871bdf9f856/Koffiecorners_191104-73379b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:30	44175/44175	---M--	200	added ('OK')	image/jpg	etag:ULU46qKZJalfQDkdTjueKspAc+U	https://www.windesheim.nl/getmedia/f44055b8-33c6-46ec-82bf-21e043f962e8/Restaurants_190912-668.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/f44055b8-33c6-46ec-82bf-21e043f962e8/Restaurants_190912-66879b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:31	29725/29725	---M--	200	added ('OK')	image/jpg	etag:igALKI1uqZc6/cqX4TmEYRqPozY	https://www.windesheim.nl/getmedia/95074cfe-05d9-4b37-8c3e-009e28ac1917/Professional_algemeen_190603-466.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/95074cfe-05d9-4b37-8c3e-009e28ac1917/Professional_algemeen_190603-46679b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:31	23239/23239	---M--	200	added ('OK')	image/jpg	etag:YHtBEIGoIq7+qt7Mm8VcJYGITBc	https://www.windesheim.nl/getmedia/cb01f37f-e73e-461b-abb3-7046d7b077c3/Professional_algemeen_190603-468.jpg?width=1178&height=744&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/cb01f37f-e73e-461b-abb3-7046d7b077c3/Professional_algemeen_190603-468911a.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:31	32700/32700	---M--	200	added ('OK')	image/jpg	etag:qOAdoz2mz361JYtBJeDckyxyoZE	https://www.windesheim.nl/getmedia/8e2f1d7b-82a0-4139-a582-65db9d696265/Bewegen-en-Sport_191218-754.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/8e2f1d7b-82a0-4139-a582-65db9d696265/Bewegen-en-Sport_191218-75479b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:32	42629/42629	---M--	200	added ('OK')	image/jpg	etag:QG5TpwLYOKbCXcNY04ydycyzDuU	https://www.windesheim.nl/getmedia/05066308-86a3-4212-b653-90f5df18854c/Sportfaciliteiten_150610-1017.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/05066308-86a3-4212-b653-90f5df18854c/Sportfaciliteiten_150610-101779b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:32	38576/38576	---M--	200	added ('OK')	image/jpg	etag:cUYPNCV2ntHNRaVYBEwK2xUc1x4	https://www.windesheim.nl/getmedia/42a73d04-2aa4-4b0a-a15b-3f9016689dba/Openbaarvervoer_190613-636.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/42a73d04-2aa4-4b0a-a15b-3f9016689dba/Openbaarvervoer_190613-63679b0.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:32	95930/95930	---M--	200	added ('OK')	image/jpg	etag:Ac5rDxpZHFlCKcJc7Clh7W3L3ok	https://www.windesheim.nl/getmedia/e433c32e-5d18-4c1b-85ef-20228f0852ae/Professional_algemeen_190506-57.jpg?width=751&height=474&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/e433c32e-5d18-4c1b-85ef-20228f0852ae/Professional_algemeen_190506-577225.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:33	96916/96916	---M--	200	added ('OK')	image/jpg	etag:CvJlkO6Ku4aX1K+Damto99TRpQY	https://www.windesheim.nl/getmedia/4c57c1a3-a18a-418a-b7f7-6915435c8ad9/Algemeen_business_Almere_190604-509.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/4c57c1a3-a18a-418a-b7f7-6915435c8ad9/Algemeen_business_Almere_190604-50991ba.jpg	(from https://www.windesheim.nl/professionals/studeren-bij-windesheim)
13:14:33	134189/134189	---M--	200	added ('OK')	image/jpg	etag:65gMtoQ5q417Rxxnh/ZqTsAbuU0	https://www.windesheim.nl/getmedia/2c7b93e8-3ec4-41df-9ff3-f25d4d964327/CoacheninGezondheidenWelzijn_cursusmodule_zwolle_190523-350.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/2c7b93e8-3ec4-41df-9ff3-f25d4d964327/CoacheninGezondheidenWelzijn_cursusmodule_zwolle_190523-3505ef1.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:34	132428/132428	---M--	200	added ('OK')	image/jpg	etag:WCr8Ry0gro4XI+G5tSdx8fOQsog	https://www.windesheim.nl/getmedia/b99fcba7-dbe5-472b-a4a4-7b1afcb43a14/Coachingensupervisie_contentfoto950x600_190523-354.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/b99fcba7-dbe5-472b-a4a4-7b1afcb43a14/Coachingensupervisie_contentfoto950x600_190523-35491ba.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:34	27213/27213	---M--	200	added ('OK')	image/jpg	etag:V4pXamDvq6zKU5q3B81LpH0xOr4	https://www.windesheim.nl/getmedia/e0df9e12-ade7-496a-9ef4-3e9b68e2c403/Contentfoto-Siham-goed.jpg?width=950&height=600&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/e0df9e12-ade7-496a-9ef4-3e9b68e2c403/Contentfoto-Siham-goed1480.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:34	36400/36400	---M--	200	added ('OK')	image/jpg	etag:873QNEhxoJKcXlbU1AiN4wNfFC8	https://www.windesheim.nl/getmedia/e3a6b31d-da98-4b11-8977-25e0e31e8623/Contentfoto-carriereswitcher-Gerke.jpg?width=950&height=600&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/e3a6b31d-da98-4b11-8977-25e0e31e8623/Contentfoto-carriereswitcher-Gerke1480.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:35	41906/41906	---M--	200	added ('OK')	image/jpg	etag:2jipWuqS9yifkHM05OwUeiDvIRU	https://www.windesheim.nl/getmedia/cc33d380-a0d2-4b62-8367-d330a0e034ec/210302-004.jpg?width=6418&height=4279&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/cc33d380-a0d2-4b62-8367-d330a0e034ec/210302-0044804.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:35	39501/39501	---M--	200	added ('OK')	image/jpg	etag:JDKOJ5NAOryc6lrkwxkJD5H9ARw	https://www.windesheim.nl/getmedia/d3ecab07-7837-45b8-91f4-30f0637bae6c/210312-002-(1).jpg?width=6366&height=4244&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/d3ecab07-7837-45b8-91f4-30f0637bae6c/210312-002-(1)f449.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:35	76336/76336	---M--	200	added ('OK')	image/jpg	etag:nVTsCThks8TZ4j8Oxkw0DG8TuZI	https://www.windesheim.nl/getmedia/42c01ac0-feda-45a9-95df-19384e36ddc9/Josine-ten-Caat.jpg?width=950&height=600&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/42c01ac0-feda-45a9-95df-19384e36ddc9/Josine-ten-Caat1480.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:36	38673/38673	---M--	200	added ('OK')	image/jpg	etag:sdpRlr2DqbsvmpkI6VaBj/TraAw	https://www.windesheim.nl/getmedia/d16a0cdf-091b-423b-8f09-96cd66a6f23d/Marcel-Poel.jpg?width=950&height=600&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/d16a0cdf-091b-423b-8f09-96cd66a6f23d/Marcel-Poel1480.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:36	31643/31643	---M--	200	added ('OK')	image/jpg	etag:bEtxEKwndiZAZEIIR257OVopaWQ	https://www.windesheim.nl/getmedia/9fbfdcae-5a60-4373-b444-bdc399737ad4/robertcontentfoto.jpg?width=950&height=600&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/9fbfdcae-5a60-4373-b444-bdc399737ad4/robertcontentfoto1480.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:36	36072/36072	---M--	200	added ('OK')	image/jpg	etag:A7SmfbV9mBm8h9GLCKV9VlUsB1g	https://www.windesheim.nl/getmedia/3198745d-913f-43be-b01c-ee445417c8ad/210412-02.jpg?width=8192&height=5464&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/3198745d-913f-43be-b01c-ee445417c8ad/210412-02798e.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:37	52754/52754	---M--	200	added ('OK')	image/jpg	etag:6CaMfACd2eudqcZpq8BuYcDJBYo	https://www.windesheim.nl/getmedia/f3fa641a-67b1-4b5f-a387-aeedc070c916/Mirjam-Keuzeprogramma-Profiel-Portret.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/f3fa641a-67b1-4b5f-a387-aeedc070c916/Mirjam-Keuzeprogramma-Profiel-Portret91ba.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:37	30542/30542	---M--	200	added ('OK')	image/jpg	etag:fqlOuvTt8aCBW63A5Rtrskpp0ps	https://www.windesheim.nl/getmedia/246aee64-6ac0-48c4-bda9-219aa2727d37/Professional_Coaching_en_Supervisie_190523-345.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/246aee64-6ac0-48c4-bda9-219aa2727d37/Professional_Coaching_en_Supervisie_190523-34579b0.jpg	(from https://www.windesheim.nl/professionals/carriereswitch)
13:14:38	53499/53499	---M--	200	added ('OK')	image/jpg	etag:rkDdN5k0QCFZ13q2DjRJV2or4l0	https://www.windesheim.nl/getmedia/0d83e54c-fa7b-4f7e-8cc9-60ac8ee7845a/Professional_algemeen_190506-52.jpg?width=1264&height=798&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/0d83e54c-fa7b-4f7e-8cc9-60ac8ee7845a/Professional_algemeen_190506-52bdbb.jpg	(from https://www.windesheim.nl/professionals/hbo-er)
13:14:38	23719/23719	---M--	200	added ('OK')	image/jpg	etag:y1HjWMOu23zS6oKsCPztynXH5es	https://www.windesheim.nl/getmedia/d5d497d8-7805-4636-9e7e-c67ec2ea03e4/Professional_algemeen_190506-48.jpg?width=1026&height=648&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/d5d497d8-7805-4636-9e7e-c67ec2ea03e4/Professional_algemeen_190506-48fa27.jpg	(from https://www.windesheim.nl/professionals/hbo-er)
13:14:38	35665/35665	---M--	200	added ('OK')	image/jpg	etag:lXd+6B/HAp3Tc6rNwZU+rVxl534	https://www.windesheim.nl/getmedia/1bbfa1b8-cc7a-4fd1-804c-9da73bbeca16/Professional_algemeen_190603-473.jpg?width=865&height=546&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/1bbfa1b8-cc7a-4fd1-804c-9da73bbeca16/Professional_algemeen_190603-47310d1.jpg	(from https://www.windesheim.nl/professionals/hbo-er)
13:14:39	32738/32738	---M--	200	added ('OK')	image/jpg	etag:OqBB8D1u4gbmTrEbXTuIS9bHjpw	https://www.windesheim.nl/getmedia/8f9e55ca-b951-44da-bff3-349a7139ddb1/Professional_algemeen_190430-36.jpg?width=950&height=600&ext=.jpg&type=GridItemImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/8f9e55ca-b951-44da-bff3-349a7139ddb1/Professional_algemeen_190430-3679b0.jpg	(from https://www.windesheim.nl/professionals/hbo-er)
13:14:39	146970/146970	---M--	200	added ('OK')	image/jpg	etag:gVyI89pUSMu4X6MB3d9TXPYug6o	https://www.windesheim.nl/getmedia/62cf1da7-55b4-49bb-aad8-874d72635260/Sociaal-ondernemen_cursusmodule_zwolle_190506-58.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/62cf1da7-55b4-49bb-aad8-874d72635260/Sociaal-ondernemen_cursusmodule_zwolle_190506-585ef1.jpg	(from https://www.windesheim.nl/professionals/collegegeld-en-financieringsmogelijkheden/stap-budget)
13:14:39	110831/110831	---M--	200	added ('OK')	image/jpg	etag:dGPOOqLP2c9fAm1llKta9eUWMX8	https://www.windesheim.nl/getmedia/d902fef8-ef56-4c1f-ad5b-5f15333ebb9b/20201210-11.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/d902fef8-ef56-4c1f-ad5b-5f15333ebb9b/20201210-1191ba.jpg	(from https://www.windesheim.nl/professionals/collegegeld-en-financieringsmogelijkheden/stap-budget)
13:14:40	21582/21582	---M--	200	added ('OK')	text/javascript	date:Tue,%2016%20Jul%202019%2021:36:07%20GMT	https://s.ytimg.com/yts/jsbin/www-widgetapi-vflPBjLfx/www-widgetapi.js	C:/My%20Web%20Sites/Windesheim%20Phising/s.ytimg.com/yts/jsbin/www-widgetapi-vflPBjLfx/www-widgetapi.js	(from https://www.windesheim.nl/assets/js/youtube_iframe_api.js?v=202211241000)
13:14:40	136/136	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2025%20Nov%202022%2012:14:40%20GMT	https://www.windesheim.nl/professionals/POST	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/POST.68.delayed	(from https://www.windesheim.nl/assets/js/main.js?v=202211241000)
13:14:41	78378/78378	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Nov%202022%2012:14:41%20GMT	https://www.windesheim.nl/professionals/post	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/professionals/post.69.delayed	(from https://www.windesheim.nl/assets/js/main.js?v=202211241000)
13:14:42	86268/86268	---M--	200	added ('OK')	image/jpg	etag:YZF/eEv5Xpk6NupqdDHZ/r5ImgA	https://www.windesheim.nl/getmedia/99161cbc-b576-4f57-a7ff-8087b855f54f/Leiderschap_header_190523-297.jpg?width=1920&height=520&ext=.jpg&type=SocialMediaImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/99161cbc-b576-4f57-a7ff-8087b855f54f/Leiderschap_header_190523-2975ef1.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/studiekeuze-en-loopbaanbegeleiding)
13:14:42	66391/66391	---M--	200	added ('OK')	image/jpg	etag:c6Ska56b8/CBGV15Shh6EVwwt+E	https://www.windesheim.nl/getmedia/75a678c4-b18e-4aab-a33d-21b7bd46e182/thumbnail_950x600_antondevries_950x600.jpg?width=950&height=600&ext=.jpg&type=TwoColumnsVideo	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/75a678c4-b18e-4aab-a33d-21b7bd46e182/thumbnail_950x600_antondevries_950x600b5b7.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/studiekeuze-en-loopbaanbegeleiding)
13:14:42	97669/97669	---M--	200	added ('OK')	image/jpg	etag:2bXnvFBplkSQoj8SgMVG8+Lk8hU	https://www.windesheim.nl/getmedia/a63f253f-19a2-4bcc-89bc-45e01ce9f654/Professional_algemeen_190603-470.jpg?width=770&height=486&ext=.jpg&type=TwoColumnsImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/a63f253f-19a2-4bcc-89bc-45e01ce9f654/Professional_algemeen_190603-470e7db.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/studiekeuze-en-loopbaanbegeleiding)
13:14:42	23517/23517	---M--	200	added ('OK')	image/jpg	etag:a7GF0UD7ys0OyCbU5eyESMXT0mE	https://www.windesheim.nl/getmedia/9df3c785-69e1-43d8-853c-07078e8184b1/LynetteWindesheim.jpg?width=5472&height=3648&ext=.jpg&type=OpleidingsOverzichtImage	C:/My%20Web%20Sites/Windesheim%20Phising/www.windesheim.nl/getmedia/9df3c785-69e1-43d8-853c-07078e8184b1/LynetteWindesheim3294.jpg	(from https://www.windesheim.nl/professionals/hulp-bij-studiekeuze/studiekeuze-en-loopbaanbegeleiding)
